Year,Title,Game System,Long Description,Event Type,Game ID,Duration,Cost $,Maximum Players,Rules Complexity,Location,GM Names,Start Date & Time,Original Order,Website,Email,Tournament?,Round Number,Total Rounds,Minimum Play Time,Attendee Registration?,Group,Room Name,Table Number,Special Category,Tickets Available,Last Modified,Materials Provided,Also Runs,Prize,Short Description,Rules Edition,Minimum Players,Age Required,End Date & Time,Experience Required
2002,"Big Eyes, Small Mouth, ADGNEPSEF555: Slumber Party II - Explosive Boogaloo","Big Eyes, Small Mouth","Last month’s slumber party went well, and now Aurora is having her own. But the boys don’t intend to let the girls go untormented. Gradeschoolers in Anime-themed cross-dimensional ’burbs. PG-rated.",Roleplaying Games,8362,3:45:00,$3.00,6,S-2,202A:6,Woodelf & Crew,8/9/2002,1505,,,,,,,,,,,,,,,,,,,,,,
2002,"Big Eyes, Small Mouth, My Own Private Ishmael","Big Eyes, Small Mouth",(First Occurrence: Th 10 AM #8163),Roleplaying Games,8166,4:00:00,$3.00,8,E-2,101D:1,Guardians of Order,8/9/2002,1506,,,,,,,,,,,,,,,,,,,,,,
2002,"Buffy, For Beginners",Buffy,(First Occurrence: Th 10 AM #8436),Roleplaying Games,8440,4:00:00,$3.00,6,E-2,101C:3,"Eden Studios, Inc.",8/9/2002,1507,,,,,,,,,,,,,,,,,,,,,,
2002,"Buffy, For Beginners",Buffy,(First Occurrence: Th 10 AM #8436),Roleplaying Games,8441,4:00:00,$3.00,6,E-2,101C:4,"Eden Studios, Inc.",8/9/2002,1508,,,,,,,,,,,,,,,,,,,,,,
2002,"Call of Cthulhu, Cthulhu Masters Tournament",Call of Cthulhu,(First Occurrence: Th 10 AM #80202),Roleplaying Games,80206,4:00:00,$3.00,6,A-2,CHAOS2,"Chaosium, Inc.",8/9/2002,1509,,,,,,,,,,,,,,,,,,,,,,
2002,"Call of Cthulhu, Terror 101",Call of Cthulhu,(First Occurrence: Th 10 AM #80196),Roleplaying Games,80197,4:00:00,$3.00,6,A-2,CHAOS1,"Chaosium, Inc.",8/9/2002,1510,,,,,,,,,,,,,,,,,,,,,,
2002,"Call of Cthulhu,You Too Can Cthulhu!",Call of Cthulhu,(First Occurrence: Th 10 AM #8267),Roleplaying Games,8272,1:45:00,$1.50,8,E-1,CHAOS4,"Chaosium, Inc.",8/9/2002,1511,,,,,,,,,,,,,,,,,,,,,,
2002,"Castle Falkenstein, Arabesquepades",Castle Falkenstein,"While waiting for a boat down the Nile, you are invited by Sir Sebastian Thomas to embark on a great adventure in the Steam Age. Characters and danger provided, survival is up to you.",Roleplaying Games,8899,4:00:00,$3.00,36,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1512,,,,,,,,,,,,,,,,,,,,,,
2002,"Chivalry & Sorcery, Call to Arms",Chivalry & Sorcery,"Brother Jacob and Brother Elisa require soema assistance to save their prayer and orphanage: There is an evil lord that is trying to destroy all the hard work the brothers and their order do. The Lord of the next shire over has listen to the brother? plight.The Lord has decided to assist the brothers.The Lord summons adventures, warriors to the cause.",Roleplaying Games,8243,3:45:00,$3.00,8,E-2,202A:5,"Mystic Station Designs, LLC",8/9/2002,1513,,,,,,,,,,,,,,,,,,,,,,
2002,"Con X, Damage Control",Con X,"Check out Conspiracy X,the premier game of modern conspiracies.This demo is open to all mature gamers.",Roleplaying Games,8451,4:00:00,$3.00,6,E-2,101C:5,"Eden Studios, Inc.",8/9/2002,1514,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd Ed., D&D Grand Masters","Dungeons & Dragons, 3rd Edition",All the Eggs in One BasketAn unlikely group of heroes has to save the farmer’s daughter in this roleplaying-intensive adventure. Characters provided.,Roleplaying Games,8889,4:00:00,$3.00,60,H-5,Arena: RPGAHQ,RPGA Network,8/9/2002,1515,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd Ed., D&D Members Only","Dungeons & Dragons, 3rd Edition",(First Occurrence: Th 8 AM #8878),Roleplaying Games,8880,4:00:00,$3.00,48,A-3,Arena: RPGAHQ,RPGA Network,8/9/2002,1516,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd Ed., D&D Nascrag Rd 1","Dungeons & Dragons, 3rd Edition",(First Occurrence: Th 2 PM #8872),Roleplaying Games,8874,4:00:00,$3.00,20,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1517,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd Ed., Living City Feature","Dungeons & Dragons, 3rd Edition","D&D 3rd Ed., Living City Feature",Roleplaying Games,8905,4:00:00,$3.00,144,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1518,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd Ed., Living Death Feature","Dungeons & Dragons, 3rd Edition",(First Occurrence: Fr 8 AM #8930),Roleplaying Games,8931,4:00:00,$3.00,48,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1519,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd Ed., Living Greyhawk Feature","Dungeons & Dragons, 3rd Edition",(First Occurrence: Th 8 AM #8916),Roleplaying Games,8917,4:00:00,$3.00,180,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1520,,,,,,,,,,,,,,,,,,,,,,
2002,"D&D 3rd Ed., Sylvan Schemes","Dungeons & Dragons, 3rd Edition",(First Occurrence: Th 2 PM #80110),Roleplaying Games,80112,4:00:00,$3.00,4,A-3,101A:8,"Nocturne Productions, Inc.",8/9/2002,1521,,,,,,,,,,,,,,,,,,,,,,
2002,"D20 Fangsfall, Fangsfall Tabletop Adventures",D20,(First Occurrence: Th 10 AM #80080),Roleplaying Games,80083,4:00:00,$3.00,6,A-3,201A:2,White Wolf,8/9/2002,1522,,,,,,,,,,,,,,,,,,,,,,
2002,"D20, Down in It",D20,(First Occurrence: Th 2 PM #80123),Roleplaying Games,80125,4:00:00,$3.00,6,A-3,101A:9,"Nocturne Productions, Inc.",8/9/2002,1523,,,,,,,,,,,,,,,,,,,,,,
2002,"D20, Living Dragonstar Special",D20,The Price of Betrayal (Core 6):You find yourselves in the center of a conspiracy that threatens to tear the Empire apart.,Roleplaying Games,8955,4:00:00,$3.00,48,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1524,,,,,,,,,,,,,,,,,,,,,,
2002,"D20, Living Jungle Interactive",D20,"Paths of Jungle:The spirits you have encountered are only the precursor of those yet to come. Jungle spirits, more subtle, and much more powerful than you’ve ever known Befriend them, and secrets no living being on Malatra has ever known will be yours. Fail them, and the revenge of a thousand year old crime will be visited upon you.",Roleplaying Games,8960,4:00:00,$3.00,102,H-3,Arena: RPGAHQ,RPGA Network,8/9/2002,1525,,,,,,,,,,,,,,,,,,,,,,
2002,"d20, Mysterious Lights, Missing Time, and Mutilated Cattle",D20,(First Occurrence: Th 10 AM #8663),Roleplaying Games,8667,3:45:00,$3.00,6,E-2,103C13,Limestone Publishing,8/9/2002,1526,,,,,,,,,,,,,,,,,,,,,,
2002,"D20, Off to See the Wizard",D20,(First Occurrence: Th 7 PM #80128),Roleplaying Games,80130,4:00:00,$3.00,6,A-3,101A:10,"Nocturne Productions, Inc.",8/9/2002,1527,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeons & Dragons, LSJI-ln Bed With The Enemy (Part II)",Dungeons & Dragons,(First Occurrence: Th 2 PM #8631),Roleplaying Games,8634,4:45:00,$3.00,42,A-2,203C:6,Jay Fisher,8/9/2002,1528,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeons & Dragons 3rd Edition, Redemption","Dungeons & Dragons, 3rd Edition",(First Occurrence: Th 7 PM #8028),Roleplaying Games,8029,3:45:00,$3.00,8,A-3,203C:5,Thunderhead Games,8/9/2002,1529,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeons & Dragons, Deathstorm XXV - Rock ’Em",Dungeons & Dragons,"Dungeons & Dragons, Deathstorm XXV - Rock ’Em",Roleplaying Games,8041,7:45:00,$6.00,8,A-4,202D:7,Bruce Medic,8/9/2002,1530,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeons & Dragons, Kyric City Dungeon",Dungeons & Dragons,(First Occurrence: Th 2 PM #8064),Roleplaying Games,8065,3:45:00,$3.00,8,A-2,202D:8,Eriks Teranis,8/9/2002,1531,,,,,,,,,,,,,,,,,,,,,,
2002,"Earthdawn, 2nd Ed., Saving the Spinecleaver","Earthdawn, 2nd Edition",(First Occurrence: Fr 10 AM #80221),Roleplaying Games,80223,4:00:00,$3.00,6,E-2,203D:3,Living Room Games,8/9/2002,1532,,,,,,,,,,,,,,,,,,,,,,
2002,"Earthdawn, 2nd ed., Saving the Spinecleaver","Earthdawn, 2nd Edition",Try to save a legendary name giver from unknown peril.,Roleplaying Games,80266,6:00:00,$3.00,8,A-2,202A:6,Robert Holden,8/9/2002,1533,,,,,,,,,,,,,,,,,,,,,,
2002,"EverQuestThe Roleplaying Game, What Are We Doing Here",EverQuest,(First Occurrence: Fr 10 AM #80063),Roleplaying Games,80065,2:00:00,$1.50,6,A-2,201A:1,White Wolf,8/9/2002,1534,,,,,,,,,,,,,,,,,,,,,,
2002,"Exalted, Developer’s Scenario",Exalted,"Before The Great Flood, before the Mythic Age, before the Imperium, before the Sundering. Before the Shattering. Before there was a World of Darkness...there was something else...Exalted.",Roleplaying Games,80078,2:00:00,$3.00,6,A-3,201A:3,White Wolf,8/9/2002,1535,,,,,,,,,,,,,,,,,,,,,,
2002,"Fading Suns, Current Ed., Fading Suns:The Lone Wanderer",Fading Suns,(First Occurrence: Th 2 PM #80282),Roleplaying Games,80287,6:00:00,$3.00,7,E-3,202D15,"Holistic Design, Inc.",8/9/2002,1536,,,,,,,,,,,,,,,,,,,,,,
2002,FVLMINATA.To Rule or Be Forgotten,FVLMINATA,FVLMINATA.To Rule or Be Forgotten,Roleplaying Games,80258,4:00:00,$3.00,6,E-2,201C:8,S. Michael Miller,8/9/2002,1537,,,,,,,,,,,,,,,,,,,,,,
2002,"GURPS by Steve Jackson, Devil in the Details",GURPS,(First Occurrence: Fr 10 AM #8068),Roleplaying Games,8069,3:45:00,$3.00,8,A-3,203C13,William Parsons,8/9/2002,1538,,,,,,,,,,,,,,,,,,,,,,
2002,"HackMaster (Kenzer & Company), HackMaster 2002 World Championship Round 1 Part 3",HackMaster,(First Occurrence: Th 4 PM #80186),Roleplaying Games,80188,4:00:00,$3.00,8,NULL,103A:1,Kenzer & Company,8/9/2002,1539,,,,,,,,,,,,,,,,,,,,,,
2002,"Hell on Earth d20, Project Formica",D20,(First Occurrence: Fr 10 AM #8301),Roleplaying Games,8302,1:45:00,$1.50,8,A-2,201C:4,Pinnacle Entertainment Group,8/9/2002,1540,,,,,,,,,,,,,,,,,,,,,,
2002,L5R 2nd Ed. RPG Advanced,L5R,(First Occurrence: Th Noon #80151),Roleplaying Games,80162,4:00:00,$3.00,6,A-2,101A:2,Alderac Entertainment Group,8/9/2002,1541,,,,,,,,,,,,,,,,,,,,,,
2002,"Lost Colony d20, The Way Out West",D20,(First Occurrence: 4 PM #8313),Roleplaying Games,8315,1:45:00,$1.50,8,A-2,201C:5,Pinnacle Entertainment Group,8/9/2002,1542,,,,,,,,,,,,,,,,,,,,,,
2002,"Mudball from Talespinner Studios, Skip A Few Chapters And Run!",Mudball,(First Occurrence: Th 2 PM #8489),Roleplaying Games,8490,3:45:00,$3.00,8,E-2,203C:4,Steve Hess,8/9/2002,1543,,,,,,,,,,,,,,,,,,,,,,
2002,"Pax Draconis, Big Trouble on Little Beeshi",Pax Draconis,"This warehouse is no stranger to smuggled goods, but this time they don’t want to play nice.Your mission: get your package out in time using any means necessary.",Roleplaying Games,80248,4:00:00,$3.00,6,A-2,201A:8,Technicraft,8/9/2002,1544,,,,,,,,,,,,,,,,,,,,,,
2002,"Recon, Caribou Down",Recon,It's December 1968.A C7 Caribou has crashed near Hue.Your mission is to rescue the crew before the VC get there. Can you do it! Their lives are depending on you.,Roleplaying Games,8260,5:45:00,$4.50,6,E-2,203C12,Wesley Michael,8/9/2002,1545,,,,,,,,,,,,,,,,,,,,,,
2002,"Rifts, Rifts: The Tournament",Rifts,(First Occurrence: Th 2 PM #8073),Roleplaying Games,8074,3:45:00,$3.00,8,A-4,202D11,James Friedman,8/9/2002,1546,,,,,,,,,,,,,,,,,,,,,,
2002,Rokugan/Oriental Adventures d20 Advanced,D20,(First Occurrence: Th 4 PM #80154),Roleplaying Games,80155,4:00:00,$3.00,6,A-2,101A:3,Alderac Entertainment Group,8/9/2002,1547,,,,,,,,,,,,,,,,,,,,,,
2002,RPGA d20 Living Spycraft,D20,"Think you know Spycraft? Bring your best and brightest agents to this official RPGA event, sponsored by the creators of the thrilling new action-espionage roleplaying game, Spycraft!",Roleplaying Games,80172,4:00:00,$3.00,6,A-2,101A:4,Alderac Entertainment Group,8/9/2002,1548,,,,,,,,,,,,,,,,,,,,,,
2002,"Shadowrun, First Run",Shadowrun,(First Occurrence: Th Noon #8374),Roleplaying Games,8380,1:45:00,$1.50,6,S-1,202A:1,Fantasy Production,8/9/2002,1549,,,,,,,,,,,,,,,,,,,,,,
2002,"Shadowrun, Virtual Seattle Feature",Shadowrun,(First Occurrence: Th 8 AM #8940),Roleplaying Games,8942,4:00:00,$3.00,48,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1550,,,,,,,,,,,,,,,,,,,,,,
2002,"Shadowrun, Welcome to Wonderland",Shadowrun,"It’s just a simple run. Get in, get the stuff, get out, get paid. No problems right? Right...except.. .was that rabbit wearing a waistcoat?",Roleplaying Games,8402,3:45:00,$3.00,6,A-3,202A:2,Fantasy Production,8/9/2002,1551,,,,,,,,,,,,,,,,,,,,,,
2002,"Shui, Nazis...I Hate Those Guys!",Shui,Time-traveling Nazis from the past have come to the future to seize the Spear of Destiny! To what end! It’s up to a rag-tag bunch of misfit heroes to stop them from beginning the Fourth Reich!,Roleplaying Games,8600,3:45:00,$-,8,S-2,202D10,Ethan Parker,8/9/2002,1552,,,,,,,,,,,,,,,,,,,,,,
2002,"Sidewinder: Wild West Adventure, Another Gunfight at the O.K. Corral",Sidewinder,"On October 26th, 1881, the Earps and J.H. Doc Holiday had one of the most famous gunfights in the world with the Clantons and McLaurys.Three years later, another band of roughnecks have begun threatening the town ofTombstone.",Roleplaying Games,80267,6:00:00,$4.50,8,A-2,101C:6,Citizen Games LLC,8/9/2002,1553,,,,,,,,,,,,,,,,,,,,,,
2002,"Silver Age Sentinels, Goatspiders, Link-men, and Godbeasts...Oh my!",Silver Age Sentinels,(First Occurrence: 2 PM #8184),Roleplaying Games,8186,4:00:00,$3.00,8,E-2,101D:2,Guardians of Order,8/9/2002,1554,,,,,,,,,,,,,,,,,,,,,,
2002,"Silver Age Sentinels, The Powers That Be",Silver Age Sentinels,(First Occurrence: Th 10 AM #8170),Roleplaying Games,8176,2:00:00,$1.50,8,E-2,101D:3,Guardians of Order,8/9/2002,1555,,,,,,,,,,,,,,,,,,,,,,
2002,Spycraft/Shadowforce Archer d20 Intro,D20,(First Occurrence: Th 2 PM #80165),Roleplaying Games,80167,4:00:00,$3.00,6,A-2,101A:6,Alderac Entertainment Group,8/9/2002,1556,,,,,,,,,,,,,,,,,,,,,,
2002,"Star Trek, And Your Enemies Even Closer",Star Trek,"Your commanding officer sees enemies everywhere. Is he crazy, or is he crazy and right? Roleplaying emphasized. Prizes awarded.",Roleplaying Games,8558,3:45:00,$3.00,6,A-2,203C:3,Michael Farmer,8/9/2002,1557,,,,,,,,,,,,,,,,,,,,,,
2002,"Star Wars D20, Living Force Pt. 3",D20,"Below the Belt, Philology: Len Markus, aware of recent activity in the Asteroid Belt beyond the legitimate explorations, is interested in gaining information on behalf of Nirama. Knowledge for the sake of knowledge is his excuse, but of course, there are other reasons.",Roleplaying Games,8926,4:00:00,$3.00,48,A-2,Arena: RPGAHQ,RPGA Network,8/9/2002,1558,,,,,,,,,,,,,,,,,,,,,,
2002,"Tekumel, Tekumel Adventures",Tekumel,(First Occurrence: Th 2 PM #8190),Roleplaying Games,8193,4:00:00,$3.00,8,E-2,101D:4,Guardians of Order,8/9/2002,1559,,,,,,,,,,,,,,,,,,,,,,
2002,The Towers of Penitension,The Towers of Penitension,"A student has a paper due by month’s end.The subject! Rare and erotic monsters, like those within the towers. It’s the perfect idea to impress the school master. But of course, while taking notes, he needs bodyguards. BYOC 8th-11 th level.",Roleplaying Games,8121,5:45:00,$6.00,8,V-6,202D14,James Hein,8/9/2002,1560,,,,,,,,,,,,,,,,,,,,,,
2002,"To Be Decided, Ogalepihcra: Dead and Not Loving It",Ogalepihcra,"To Be Decided, Ogalepihcra: Dead and Not Loving It Among the Rumel, death is always final- even if you haven’t actually died. Can you and your still-living friends help solve the mystery of your murder? Roleplaying emphasized in this game set within a rich alien arboreal culture laced with superstition.",Roleplaying Games,8363,3:45:00,$3.00,5,A-2,202A:3,Woodelf & Crew,8/9/2002,1561,,,,,,,,,,,,,,,,,,,,,,
2002,"Tri-Stat, Zombies And Zeppelins",Tri-Stat,"1933:The British Airship R100 is saved from demolition by an American millionaire and, now renamed the Empress of the Pacific, acts as a luxury transport. But after a disturbing rescue at sea, can the crew cope with the supernatural?",Roleplaying Games,8568,1:45:00,$3.00,8,E-1,203C:2,Matthew Goodman,8/9/2002,1562,,,,,,,,,,,,,,,,,,,,,,
2002,"Vampire the Masquerade, Revised, Madness 101",Vampire,"Insanity isn’t cute and cuddly, it’s horrific and dangerous. An exploration of real world insanity, as it relates to the Children of Malkav.",Roleplaying Games,80345,4:00:00,$3.00,5,A-3,201A:7,White Wolf,8/9/2002,1563,,,,,,,,,,,,,,,,,,,,,,
2002,"Weird Wars d20,Army Korpse",D20,(First Occurrence: Th 2 PM #8320),Roleplaying Games,8325,1:45:00,$1.50,8,A-2,201C:6,Pinnacle Entertainment Group,8/9/2002,1564,,,,,,,,,,,,,,,,,,,,,,
2002,"Werewolf The Apocalypse Revised, Black Dog",Werewolf: The Apocalypse,You go to visit some friends who tell of strange happenings in a sleepy little backwater town.They think the campus may be haunted but you have other ideas.,Roleplaying Games,80091,4:00:00,$3.00,6,A-2,201A:4,White Wolf,8/9/2002,1565,,,,,,,,,,,,,,,,,,,,,,
2002,"White Wolf, Adventure! The Babylonia Connection",White Wolf,Dive into ancient mythology with pulp novel panache! We will take the new White Wolf 20’s era RPG to the ancient Middle East for an archeological dig that Dr.Jones would envy.,Roleplaying Games,8534,3:45:00,$3.00,7,A-2,203C:1,Jaycen Stewart,8/9/2002,1566,,,,,,,,,,,,,,,,,,,,,,
2002,"White Wolf, White Wolf Presents",White Wolf,"Stop by the White Wolf gaming HQ and check to see what developer or Black Hand scenario will be running in this time slot. Could be Vampire, Werewolf, Dark Ages, or something else.",Roleplaying Games,80088,4:00:00,$3.00,5,A-3,201A:5,White Wolf,8/9/2002,1567,,,,,,,,,,,,,,,,,,,,,,
2002,"Wild Cards, The Uncivil War",Wild Cards,(First Occurrence: Th 2 PM #8281),Roleplaying Games,8286,1:45:00,$1.50,8,E-2,201C:7,Pinnacle Entertainment Group,8/9/2002,1568,,,,,,,,,,,,,,,,,,,,,,
2002,Brom Slide Show,[Not Applicable],Artist Guest of Honor Brom shares slides of his work spanning his entire career!,"Seminars, Workshops and Q&As",9039,2:00:00,$-,100,S-1,Hyatt: Exec B,"Gen Con, LLC",8/9/2002,1569,,,,,,,,,,,,,,,,,,,,,,
2002,Crimson Skies Sneak Peek,[Not Applicable],(First Occurrence: Th 3 PM #9046),"Seminars, Workshops and Q&As",9047,1:00:00,$-,12,S-1,Hyatt: Exec D,Wizkids Games,8/9/2002,1570,,,,,,,,,,,,,,,,,,,,,,
2002,"FanPro, LLC, Classic Battletech",[Not Applicable],Want to know what’s up with Classic Battletech now that FanPro is publishing the game? Want to know how WizKids’ new game will impact Classic Battletech? Hear those answers and all about the latest products and plot developments that we have planned!,"Seminars, Workshops and Q&As",9085,2:00:00,$-,100,S-1,Hilton: Miller,Fantasy Production,8/9/2002,1571,,,,,,,,,,,,,,,,,,,,,,
2002,Gaming Brands in TV and Movies,[Not Applicable],Come hear about all of the exciting developments for the Wizards of the Coast brands in the television and motion picture arenas!,"Seminars, Workshops and Q&As",9110,2:00:00,$-,80,S-1,Hyatt: Exec C,Critical Hit Entertainment,8/9/2002,1572,,,,,,,,,,,,,,,,,,,,,,
2002,"GenCon Symposium, Bombs and Bombing in World War II, Part 2",[Not Applicable],"Major Wesely’s informative and entertaining seminar continues to explain why British bombsights made the Air Corps distrust the RAF: what was the industrial web: who tried to kidnap Carl Norden: if American daylight bombing won the war, and which Allied aircraft destroyed more German economic power than any other.","Seminars, Workshops and Q&As",9071,2:00:00,$-,80,S-1,Hilton: Walker,GenCon Symposium,8/9/2002,1573,,,,,,,,,,,,,,,,,,,,,,
2002,"GenCon Writers' Workshops, Kij Johnson’s Fantasy World Building",[Not Applicable],"See the See Writers’ Workshop, pages 36-37 for more information.","Seminars, Workshops and Q&As",907,1:00:00,$6.00,80,A-1,Hyatt: Exec A,"Gen Con, LLC",8/9/2002,1574,,,,,,,,,,,,,,,,,,,,,,
2002,Hickman’s Story Mechanics,[Not Applicable],"Tracy Hickman and Laura Curtis discuss the foundations of science-fiction and epic fantasy.Topics include tools for the dissection of a story, its characters and themes, the identification of story weaknesses and possible remedies.","Seminars, Workshops and Q&As",9003,1:45:00,$-,400,E-2,Hyatt: Gilpatrick,Tracy Hickman,8/9/2002,1575,,,,,,,,,,,,,,,,,,,,,,
2002,How to Publish a Game,[Not Applicable],Game industry professionals give advice and answer questions on the steps you need to take to publish a game.,"Seminars, Workshops and Q&As",9091,2:00:00,$-,40,A-2,Hyatt: Crystal,Living Room Games,8/9/2002,1576,,,,,,,,,,,,,,,,,,,,,,
2002,What’s New in the Forgotten Realms?,[Not Applicable],"Hail and well met! Come talk with Ed Greenwood, Richard Baker, and other Realms authorities on what's going on in the Forgotten Realms and what sort of things you’d like to see in upcoming products. Get a sneak preview of upcoming Forgotten Realms products. Questions and newcomers welcome.","Seminars, Workshops and Q&As",9025,2:00:00,$-,400,S-1,D&D RM,Wizards of the Coast,8/9/2002,1577,,,,,,,,,,,,,,,,,,,,,,
2002,"Cheapass Games, Brawl World Championship",Brawl,Prove your ability at this fact passed card game and ear the title. Rules to be announced - check out Cheapass Games Booth,Tradable Card & Dice Games,2023,3:45:00,$3.00,32,E-2,Exhibit Hall D: TCGHQ,Cheapass Games,8/9/2002,1578,,,,,,,,,,,,,,,,,,,,,,
2002,"Dragon Dice, Revised Rules, Novice Tournament",Dragon Dice,(First Occurrence: Th 8 AM #2282),Tradable Card & Dice Games,2288,2:00:00,$1.50,16,S-1,Exhibit Hall D: TCGHQ,"SFR, Inc",8/9/2002,1579,,,,,,,,,,,,,,,,,,,,,,
2002,"Legend of the Five Rings, Qualifiers 4",Legend of the Five Rings,(First Occurrence: Th 4 PM #2159),Tradable Card & Dice Games,2163,8:00:00,$12.00,128,A-2,Exhibit Hall D: TCGHQ,Alderac Entertainment Group,8/9/2002,1580,,,,,,,,,,,,,,,,,,,,,,
2002,"Magic:The Gathering, Extended",Magic:The Gathering,(First Occurrence: Th 11 AM #2183),Tradable Card & Dice Games,2184,6:00:00,$6.00,64,A-2,Exhibit Hall D: TCGHQ,Wizards of the Coast,8/9/2002,1581,,,,,,,,,,,,,,,,,,,,,,
2002,"Magi-Nation, Sealed Deck Tournament",Magi-Nation,"Each player receives one starter and two boosters to build a deck, and competes against other players. Excellent for starting players and a new challenge for experienced players.",Tradable Card & Dice Games,2263,3:00:00,$3.00,30,A-3,Exhibit Hall D: TCGHQ,Interactive Imagination,8/9/2002,1582,,,,,,,,,,,,,,,,,,,,,,
2002,"Rifts, Constructed Deck",Rifts,(First Occurrence: Th 2 PM #2068),Tradable Card & Dice Games,2069,4:00:00,$3.00,36,A-3,Exhibit Hall D: TCGHQ,Precedence Entertainment,8/9/2002,1583,,,,,,,,,,,,,,,,,,,,,,
2002,Saga of the Storm - King of the Hill Tournament,Saga of the Storm,(First Occurrence: Th 2 PM #2134),Tradable Card & Dice Games,2137,2:00:00,$1.50,8,A-2,Exhibit Hall D: TCGHQ,Alderac Entertainment Group,8/9/2002,1584,,,,,,,,,,,,,,,,,,,,,,
2002,"Warhammer 40K, In His Name",Warhammer 40K,An Honorable Bloodbath for the Emperor's Birthday. Bring your deck and play this single-elimination tournament.The last one left standing shall be granted the coveted title of Emperor’s Choice.,Tradable Card & Dice Games,2082,8:00:00,$6.00,128,A-2,Exhibit Hall D: TCGHQ,Sabertooth Games,8/9/2002,1585,,,,,,,,,,,,,,,,,,,,,,
2002,"Warlord, Saga of the Storm - Abyssal Attack",Warlord,(First Occurrence: Th 2 PM #2110),Tradable Card & Dice Games,2113,2:00:00,$1.50,8,A-2,Exhibit Hall D: TCGHQ,Alderac Entertainment Group,8/9/2002,1586,,,,,,,,,,,,,,,,,,,,,,
2002,"Warlord, Saga of the Storm - Flash Tournaments",Warlord,(First Occurrence: Th 2 PM #2098),Tradable Card & Dice Games,2101,2:00:00,$1.50,8,A-2,Exhibit Hall D: TCGHQ,Alderac Entertainment Group,8/9/2002,1587,,,,,,,,,,,,,,,,,,,,,,
2002,"Warlord, Saga of the Storm - Medusan Lords Challenge",Warlord,(First Occurrence: Th 2 PM #2122),Tradable Card & Dice Games,2125,2:00:00,$1.50,8,A-2,Exhibit Hall D: TCGHQ,Alderac Entertainment Group,8/9/2002,1588,,,,,,,,,,,,,,,,,,,,,,
2002,"FOLAC, Nuclear Risk",FOLAC,(First Occurrence: Th 7 PM #1082),Boardgames,1083,5:45:00,$4.50,36,E-2,3rd Floor: BGHQ,Frederuck Lange,8/9/2002,1589,,,,,,,,,,,,,,,,,,,,,,
2002,DC HeroClix: Hypertime,DC HeroClix,(First Occurrence: Th 10 AM #7117),Non-Historical Miniatures,7130,1:00:00,$1.50,4,A-1,Ballroom C: WizKids,Wizkids Games,8/9/2002,1590,,,,,,,,,,,,,,,,,,,,,,
2002,"Mage Knight Conquest, Siege",Mage Knight,(First Occurrence: Th 1 PM #7217),Non-Historical Miniatures,7219,4:00:00,$3.00,10,A-3,Ballroom C: WizKids,Wizkids Games,8/9/2002,1591,,,,,,,,,,,,,,,,,,,,,,
2002,"Mage Knight, Necropolis: City of Death",Mage Knight,(First Occurrence: Th 10AM #7147),Non-Historical Miniatures,7160,1:00:00,$1.50,4,A-1,Ballroom C: WizKids,Wizkids Games,8/9/2002,1592,,,,,,,,,,,,,,,,,,,,,,
2002,MechWarrior: Dark Ages,MechWarrior,(First Occurrence: Th 10 AM #7177),Non-Historical Miniatures,7190,1:00:00,$1.50,4,A-3,Ballroom C: WizKids,Wizkids Games,8/9/2002,1593,,,,,,,,,,,,,,,,,,,,,,
2002,"Call of Cthulhu, Novus Ordo Seclorum",Call of Cthulhu,(First Occurrence: Th 10 AM #80211),Roleplaying Games,80215,4:00:00,$3.00,6,A-2,CHAOS3,"Chaosium, Inc.",8/9/2002,1594,,,,,,,,,,,,,,,,,,,,,,
2002,"Dungeons & Dragons 3rd Edition (Wizards of the Coast), Kalamar Quests","Dungeons & Dragons, 3rd Edition",(First Occurrence: Th Noon #80178),Roleplaying Games,80183,3:00:00,$1.50,8,NULL,103D:2,Kenzer & Company,8/9/2002,1595,,,,,,,,,,,,,,,,,,,,,,
2002,"GenCon Writers’Workshops, Kij Johnson’s Sci-fi World Building",[Not Applicable],"See Writers'Workshop, pages 36-37 for more information.","Seminars, Workshops and Q&As",906,1:00:00,$6.00,80,A-1,Hyatt: Exec A,"Gen Con, LLC",8/9/2002,1596,,,,,,,,,,,,,,,,,,,,,,
